article_id,ticker,published_at,source_name,author,title,description,content,url,date
10,GOOG,2026-03-26 01:19:02+00:00,BusinessLine,Reuters,Meta and Google held liable by LA jury for social media risks to minors,"Meta and Google plan to appeal, while the verdict has reignited debates over child safety, social media regulation, and platform accountability in the U.S. Congress and state legislatures.","A Los Angeles jury on
Wednesday found Meta and Alphabet's Google
negligent for designing social media platforms that are harmful
to young people, in a $6 million verdict that will serve as a
bell… [+4599 chars]",https://www.thehindubusinessline.com/info-tech/meta-and-google-held-liable-by-la-jury-for-social-media-risks-to-minors/article70785789.ece,2026-03-26 00:00:00+00:00
11,GOOG,2026-03-26 02:40:10+00:00,The Times of India,Reuters,"Meta, Google lose US case over social media harm to kids","The jury found Meta liable for $4.2 million in damages and Google for $1.8 million, small amounts for ​two of the world's most valuable companies with annual capital spending over $100 billion each.","A Los Angeles jury on Wednesday found Meta and Alphabet's Google negligent for designing social media platforms that are harmful to young people, in a $6 million verdict that will serve as a bellweth… [+4504 chars]",https://economictimes.indiatimes.com/tech/technology/meta-google-lose-us-case-over-social-media-harm-to-kids/articleshow/129814561.cms,2026-03-26 00:00:00+00:00
12,GOOG,2026-03-26 02:50:58+00:00,The Times of India,Reuters,"Donald Trump names Nvidia, Meta CEOs to science and tech council",Google co-founder Sergey Brin and AMD CEO Lisa Su ​are also part of the initial batch of 13 members from the industry named to ​the President's Council of Advisors on Science and Technology (PCAST).,"US President Donald Trump appointed Meta Platforms CEO Mark Zuckerberg, Oracle Executive Chairman Larry Ellison and Nvidia CEO Jensen Huang to a council that will weigh in on AI policy and other issu… [+1774 chars]",https://economictimes.indiatimes.com/tech/technology/donald-trump-names-nvidia-meta-ceos-to-science-and-tech-council/articleshow/129814779.cms,2026-03-26 00:00:00+00:00
13,GOOG,2026-03-26 04:00:30+00:00,The Times of India,Bloomberg,"Meta, Google risk big tobacco-like fallout after addiction trial","While the $6 million in damages a jury in Los Angeles awarded to the 20-year-old plaintiff — which the companies vowed to appeal — will barely register on their balance sheets, the impact of the verdict will likely be more damaging and harder to quantify. The…",A landmark jury verdict holding Meta Platforms Inc. and Alphabet Inc.s Google liable for harming a young user with products designed to be addictive threatens to put the social networking companies i… [+7364 chars],https://economictimes.indiatimes.com/tech/technology/meta-google-risk-big-tobacco-like-fallout-after-addiction-trial/articleshow/129815474.cms,2026-03-26 00:00:00+00:00
14,GOOG,2026-03-26 04:26:07+00:00,Insurance Journal,Admin,"Meta, Google Lose Case Over Social Media Harm to Kids","A Los Angeles jury on Wednesday found Meta and Alphabet’s Google negligent for designing social media platforms that are harmful to young people, in a $6 million verdict that will serve as a bellwether for numerous similar cases. The jury …","A Los Angeles jury on Wednesday found Meta and Alphabet’s Google negligent for designing social media platforms that are harmful to young people, in a $6 million verdict that will serve as a bellweth… [+4681 chars]",https://www.insurancejournal.com/news/national/2026/03/26/863447.htm,2026-03-26 00:00:00+00:00
15,GOOG,2026-03-26 08:20:19+00:00,The Times of India,Debaroti Adhikary,"2008-like crisis ahead? JPMorgan launches new way to bet against debt of Microsoft, Meta, Google; what this means","Investor anxiety is rising as oil prices surge amid the US-Iran conflict, while JPMorgan Chase has launched new credit default swaps allowing bets against the debt of major tech giants including Alphabet, Amazon, Meta, Microsoft and Oracle. The move echoes co…","Investors globally are growing increasingly anxious as oil prices skyrocket amid the escalating US-Iran war. Adding to the concerns of a 2008-like financial crisis, JPMorgan Chase has reportedly intr… [+3314 chars]",https://economictimes.indiatimes.com/markets/stocks/news/2008-like-crisis-ahead-jpmorgan-launches-new-way-to-bet-against-debt-of-microsoft-meta-google-what-this-means/articleshow/129819241.cms,2026-03-26 00:00:00+00:00
16,GOOG,2026-03-26 10:03:46+00:00,USA Today,"Jack McKessy, USA TODAY",NFL mock draft 2026: AI predicts lowly Jets landing QB Ty Simpson,Google Gemini had a shot at predicting the first round at the 2026 NFL Draft. See where the AI went right (and where it went wrong).,"Artificial intelligence has come a long way in the last few years. But the ""intelligence"" in question can occasionally have its limits.
USA TODAY Sports put Alphabet Inc.'s AI product Google Gemini … [+15715 chars]",https://www.usatoday.com/story/sports/nfl/draft/2026/03/26/nfl-mock-draft-2026-ai-first-round-google-gemini/89297772007/,2026-03-26 00:00:00+00:00
17,GOOG,2026-03-26 12:10:42+00:00,CNBC,Jonathan Vanian,"Meta's court defeats add to Zuckerberg's recent woes, represent 'watershed event' for social media",Meta suffered stinging defeats in two separate trials involving child safety that underscore shifting public sentiment toward the social media industry.,Meta CEO and Chairman Mark Zuckerberg arrives at Los Angeles Superior Court ahead of the social media trial tasked to determine whether social media giants deliberately designed their platforms to be… [+5537 chars],https://www.cnbc.com/2026/03/26/meta-lawsuit-decision-zuckerberg-woes.html,2026-03-26 00:00:00+00:00
18,GOOG,2026-03-26 14:18:09+00:00,The Times of India,Reuters,"US jury verdicts against Meta, Google tee up fight over tech liability shield","Tech giants Meta and Google have been found liable in US courts for harm caused to young users. Juries awarded millions in damages in cases involving depression and suicidal thoughts linked to platform use. These verdicts challenge Section 230, a law protecti…","Jurors in the first two trials in the US from a growing wave of lawsuits targeting social media firms over harm to children have found Meta and Alphabet's Google liable, potentially teeing up an appe… [+4680 chars]",https://economictimes.indiatimes.com/tech/technology/us-jury-verdicts-against-meta-google-tee-up-fight-over-tech-liability-shield/articleshow/129827447.cms,2026-03-26 00:00:00+00:00
19,GOOG,2026-03-26 15:15:39+00:00,Ibtimes.com.au,Daniel Lee,Alphabet (GOOGL) Stock Dips Modestly as Investors Eye AI Spending and Q1 Earnings,"Alphabet Inc. shares traded lower in early Thursday trading, pulling back from recent levels as Wall Street digested the tech giant's strong fourth-quarter performance and ambitious plans for heavy artificial intelligence investments in 2026.","Alphabet Inc. shares traded lower in early Thursday trading, pulling back from recent levels as Wall Street digested the tech giant's strong fourth-quarter performance and ambitious plans for heavy a… [+6902 chars]",https://www.ibtimes.com.au/alphabet-googl-stock-dips-modestly-investors-eye-ai-spending-q1-earnings-1864582,2026-03-26 00:00:00+00:00
20,GOOG,2026-03-26 15:39:00+00:00,GlobeNewswire,GFiber,It’s official: Google Fiber is now GFiber,The company that made gigabit internet standard is making it official: Google Fiber is now just GFiber. ...,"MOUNTAIN VIEW, Calif., March 26, 2026 (GLOBE NEWSWIRE) -- The company that made gigabit internet standard is making it official: Google Fiber is now GFiber. The company has been using GFiber, a favor… [+3424 chars]",https://www.globenewswire.com/news-release/2026/03/26/3263233/0/en/It-s-official-Google-Fiber-is-now-GFiber.html,2026-03-26 00:00:00+00:00
21,GOOG,2026-03-26 16:37:16+00:00,CNA,,Meta shares slip after US jury verdicts raise concerns of new legal exposure,"March 26 : Meta shares fell 6 per cent to a 10-month low on Thursday after rulings this week found the Facebook parent failed to adequately warn or protect young users, stoking concerns about billions of dollars in fines from new cases and follow-on litigatio…","March 26 : Meta shares fell 6 per cent to a 10-month low on Thursday after rulings this week found the Facebook parent failed to adequately warn or protect young users, stoking concerns about billion… [+1701 chars]",https://www.channelnewsasia.com/business/meta-shares-slip-after-us-jury-verdicts-raise-concerns-new-legal-exposure-6019341,2026-03-26 00:00:00+00:00
22,GOOG,2026-03-26 16:37:16+00:00,CNA,,Meta shares slip after US jury verdicts raise concerns of new legal exposure,March 26 : Meta Platforms shares dropped 7 per cent on Thursday after two verdicts holding it liable for harm to young users sparked fears the social media giant may have to overhaul the design practices that have underpinned its sprawling advertising busines…,March 26 : Meta Platforms shares dropped 7 per cent on Thursday after two verdicts holding it liable for harm to young users sparked fears the social media giant may have to overhaul the design pract… [+2337 chars],https://www.channelnewsasia.com/business/meta-shares-drop-fears-us-verdicts-open-door-deluge-lawsuits-6019341,2026-03-26 00:00:00+00:00
23,GOOG,2026-03-26 16:40:22+00:00,The Times of India,Reuters,Meta shares slip after US jury verdicts raise concerns of new legal exposure,"Meta shares fell 6% to a 10-month low on Thursday ​after rulings this week found ​the Facebook parent failed to adequately warn or protect ​young users, stoking concerns about billions of dollars in fines from new cases and follow-on litigation.","Meta shares fell 6% to a 10-month low on Thursday after rulings this week found the Facebook parent failed to adequately warn or protect young users, stoking concerns about billions of dollars in fin… [+1662 chars]",https://economictimes.indiatimes.com/tech/technology/meta-shares-slip-after-us-jury-verdicts-raise-concerns-of-new-legal-exposure/articleshow/129829868.cms,2026-03-26 00:00:00+00:00
24,GOOG,2026-03-26 16:46:23+00:00,Tim.blog,Tim Ferriss,"The Tim Ferriss Show Transcripts: Q&A with Tim — The Upcoming AI Tsunami and Building Offline Advantage, Book Recommendations, Spotting Psychedelic Red Flags, Courage as a Learnable Skill, and More (#859)","Please enjoy this transcript of another in-between-isode, with one of my favorite formats: the good old-fashioned Q&A. Books, people, tools, and resources mentioned in the interview Legal conditions/copyright information Additional podcast platforms Listen to…","Please enjoy this transcript of another in-between-isode, with one of my favorite formats: the good old-fashioned Q&amp;A.
Books, people, tools, and resources mentioned in the interview
Legal condi… [+70463 chars]",https://tim.blog/2026/03/26/qa-with-tim-ai-tsunami-transcript/,2026-03-26 00:00:00+00:00
25,GOOG,2026-03-26 17:43:09+00:00,The Times of India,Reuters,US Stocks: Meta shares drop 7% on fears US verdicts open door to deluge of lawsuits,"Meta Platforms shares tumbled 7% after two verdicts found the social media giant liable for harm to young users. These rulings, totaling hundreds of millions in fines, could expose Meta to extensive litigation by targeting platform design, potentially leading…",Meta Platforms shares dropped 7% on Thursday after two verdicts holding it liable for harm to young users sparked fears the social media giant may have to overhaul the design practices that have unde… [+2304 chars],https://economictimes.indiatimes.com/markets/us-stocks/news/us-stocks-meta-shares-drop-7-on-fears-us-verdicts-open-door-to-deluge-of-lawsuits/articleshow/129831258.cms,2026-03-26 00:00:00+00:00
26,GOOG,2026-03-26 18:27:53+00:00,Business Insider,nbuchanan@insider.com (Naomi Buchanan),Meta stock is tumbling after losing a landmark social media addiction ruling,Meta stock fell on Thursday after the Facebook and Instagram parent company lost a major court case about social media addiction.,"The move: Meta stock tumbled on Thursday after adding to the Magnificent Seven name's already double-digit year-to-date loss. The stock fell as much as 8%, and is down 18% year to date. 
Why: Shares… [+1814 chars]",https://www.businessinsider.com/meta-stock-price-google-court-ruling-social-media-addiction-goog-2026-3,2026-03-26 00:00:00+00:00
27,GOOG,2026-03-26 20:04:56+00:00,Barchart.com,Ruchi Gupta,Analysts Expect Higher TPU Shipments. Why That Makes Broadcom Stock a Buy Now.,"Analysts are bullish on Broadcom stock, expecting more than 40% upside from an increase in TPU units.","Broadcom (AVGO) is a global technology powerhouse headquartered in Palo Alto, California, specializing in the design and supply of complex semiconductor and infrastructure software solutions. The com… [+4096 chars]",https://www.barchart.com/story/news/990598/analysts-expect-higher-tpu-shipments-why-that-makes-broadcom-stock-a-buy-now,2026-03-26 00:00:00+00:00
28,GOOG,2026-03-26 20:07:49+00:00,The Times of India,Reuters,"US stocks today: Dow Jones slumps 470 points, Nadsaq, S&P over 1% as Iran war uncertainty spooks investors","Wall Street indexes plunged Thursday, with the Nasdaq confirming a correction amid escalating U.S.-Iran tensions. Soaring oil prices and inflation fears drove the sell-off, as investors grappled with ""fog of war"" uncertainty. Tech and communications stocks le…","Wall Street's main indexes fell sharply on Thursday and the Nasdaq confirmed a correction as investors worried about escalation in the U.S.-Israeli war against Iran, which has sent oil prices soaring… [+3484 chars]",https://economictimes.indiatimes.com/markets/us-stocks/news/us-stocks-today-dow-jones-slumps-470-points-nadsaq-sp-over-1-as-iran-war-uncertainty-spooks-investors/articleshow/129833745.cms,2026-03-26 00:00:00+00:00
29,GOOG,2026-03-26 21:09:07+00:00,PCMag.com,Michael Kan,GFiber Says 'Nothing Is Changing' in Merger With Astound,"Price and speed won't change, the CEO says. The service is also officially switching its name from Google Fiber to GFiber.
GFiber, formerly Google Fiber, is trying to reassure users that “nothing is changing” about its internet service, which is slated to mer…","GFiber, formerly Google Fiber, is trying to reassure users that nothing is changing about its internet service, which is slated to merge with Astound Broadband later this year. 
On Thursday, GFiber … [+1803 chars]",https://uk.pcmag.com/networking/164045/gfiber-says-nothing-is-changing-in-merger-with-astound,2026-03-26 00:00:00+00:00
30,GOOG,2026-03-26 21:09:07+00:00,PCMag.com,Michael Kan,GFiber Says 'Nothing Is Changing' in Merger With Astound,"Price and speed won't change, the CEO says. The service is also officially switching its name from Google Fiber to GFiber.
GFiber, formerly Google Fiber, is trying to reassure users that “nothing is changing” about its internet service, which is slated to mer…","GFiber, formerly Google Fiber, is trying to reassure users that nothing is changing about its internet service, which is slated to merge with Astound Broadband later this year. 
On Thursday, GFiber … [+1803 chars]",https://me.pcmag.com/en/networking/36210/gfiber-says-nothing-is-changing-in-merger-with-astound,2026-03-26 00:00:00+00:00
31,GOOG,2026-03-27 00:00:00+00:00,The Times of India,Himanshi Lohchab and Kiran Rathee,"Telcos navigate subsea cable risks; Centre asks for analysis, fallback options as war rages","Amidst escalating tensions in West Asia, the Indian government has directed telecom firms and subsea cable operators to assess risks to critical data pipelines. Contingency plans are being developed as Iran's threats to undersea cables could disrupt a signifi…",Mumbai|New Delhi: The Centre has asked telecom companies and subsea cable operators to draw up a risk analysis of Indias exposure stemming from any damage that may be caused to the critical data pipe… [+3176 chars],https://economictimes.indiatimes.com/industry/telecom/telecom-news/telcos-navigate-subsea-cable-risks-centre-asks-for-analysis-fallback-options-as-war-rages/articleshow/129833542.cms,2026-03-27 00:00:00+00:00
32,GOOG,2026-03-27 01:50:33+00:00,The Times of India,Reuters,"US Stock Market: Nasdaq confirms correction, Wall Street slumps on Middle East uncertainty","Global markets experienced a sharp downturn as fears of a U.S.-Iran conflict escalated, sending oil prices soaring and fueling inflation concerns. The Nasdaq confirmed a correction, while the S&P 500 and Dow also saw significant drops. Investors grappled with…",The Nasdaq tumbled more than 2% to confirm a correction on Thursday while the S&amp;P 500 and the Dow fell more than 1%. Investors scrambled for safety on fears of escalation in the U.S.-Israeli war … [+4595 chars],https://economictimes.indiatimes.com/markets/us-stocks/news/us-stock-market-nasdaq-confirms-correction-wall-street-slumps-on-middle-east-uncertainty/articleshow/129837005.cms,2026-03-27 00:00:00+00:00
33,GOOG,2026-03-27 02:52:21+00:00,The Times of India,Bloomberg,Claude AI maker Anthropic considers IPO as soon as October,"Anthropic PBC is considering going public as soon as in October, according to people familiar with the matter, as the artificial intelligence company races with rival OpenAI Inc. to hold an initial public offering.","Anthropic PBC is considering going public as soon as in October, according to people familiar with the matter, as the artificial intelligence company races with rival OpenAI to hold an initial public… [+1937 chars]",https://economictimes.indiatimes.com/tech/technology/claude-ai-maker-anthropic-considers-ipo-as-soon-as-october/articleshow/129837524.cms,2026-03-27 00:00:00+00:00
34,GOOG,2026-03-27 05:13:42+00:00,The Times of India,ETtech,Google Gemini now lets users import memories and chats from rival chatbots,"Google launched “switching tools” in Gemini, letting users import “memories” and full chat histories from other AI apps. The feature quickly transfers preferences and context, making adoption easier. The move targets to attract users of rivals like OpenAI and…","Google, on Thursday, introduced what it calls switching tools, a set of new features aimed at helping users move memories and even full chat histories from other chatbots straight into Gemini.our new… [+1921 chars]",https://economictimes.indiatimes.com/tech/artificial-intelligence/google-gemini-now-lets-users-import-memories-and-chats-from-rival-chatbots/articleshow/129839190.cms,2026-03-27 00:00:00+00:00
35,GOOG,2026-03-27 07:51:19+00:00,Ibtimes.com.au,Joe Green,Top 10 US CEOs: iPhone or Galaxy Phones in 2026 Revealed,"In the high-stakes world of American business leadership, the smartphone remains an indispensable tool for executives juggling multimillion-dollar decisions, global travel and real-time AI collaboration.","In the high-stakes world of American business leadership, the smartphone remains an indispensable tool for executives juggling multimillion-dollar decisions, global travel and real-time AI collaborat… [+6953 chars]",https://www.ibtimes.com.au/top-10-us-ceos-iphone-galaxy-phones-2026-revealed-1864650,2026-03-27 00:00:00+00:00
36,GOOG,2026-03-27 12:44:48+00:00,Democracy Now!,webdev@democracynow.org (Democracy Now!),Meta & Google Found Liable in Landmark Cases for Knowingly Causing Harm to Young People,"Juries in California and New Mexico have found the tech giants Alphabet and Meta liable for knowingly causing harm to children and teens who used their social media platforms. Over the course of the trials, documents revealed that tech companies were well awa…","This is viewer supported news. Please do your part today.
Donate
Juries in California and New Mexico have found the tech giants Alphabet and Meta liable for knowingly causing harm to children and t… [+792 chars]",https://www.democracynow.org/2026/3/27/big_tech_guilty_california_new_mexico,2026-03-27 00:00:00+00:00
37,GOOG,2026-03-27 13:28:23+00:00,Yahoo Entertainment,Usman Kabir,Alphabet Inc. (GOOGL): Billionaire David Abrams Reduces Position,Alphabet Inc. (NASDAQ:GOOGL) is one of the 12 Best Stocks to Buy According to Billionaire David Abrams. Alphabet Inc. (NASDAQ:GOOGL) has featured in the 13F ...,"Alphabet Inc. (NASDAQ:GOOGL) is one of the 12 Best Stocks to Buy According to Billionaire David Abrams.
Alphabet Inc. (NASDAQ:GOOGL) has featured in the 13F portfolio of Abrams Capital Management si… [+1949 chars]",https://finance.yahoo.com/markets/stocks/articles/alphabet-inc-googl-billionaire-david-132823855.html,2026-03-27 00:00:00+00:00
38,GOOG,2026-03-27 14:00:36+00:00,Macdailynews.com,MacDailyNews,"Apple to open up Siri to third-party AI chatbots in iOS 27, iPadOS 27, and macOS 27","Apple plans to open Siri to third-party AI assistants, a significant step aimed at further strengthening the iPhone, iPad, and Mac as…
The post Apple to open up Siri to third-party AI chatbots in iOS 27, iPadOS 27, and macOS 27 appeared first on MacDailyNews.","Apple plans to open Siri to third-party artificial intelligence assistants, a significant step aimed at further strengthening the iPhone, iPad, and Mac as AI platforms.The company is preparing to imp… [+2481 chars]",https://macdailynews.com/2026/03/27/apple-to-open-up-siri-to-third-party-ai-chatbots-in-ios-27-ipados-27-and-macos-27/,2026-03-27 00:00:00+00:00
39,GOOG,2026-03-27 15:18:48+00:00,Decrypt,Logan Hitchcock,"Cathie Wood's Ark Invest Dumps Meta, Nvidia and Bitcoin ETF Shares in Major Tech Sell-Off",Cathie Wood's Ark Invest sold big chunks of its positions in American tech stocks and its own Bitcoin ETF as stocks and crypto slide.,"In brief
<ul><li>Ark Invest parted with nearly $41 million in META and $26 million in NVDA shares on Thursday.</li><li>Cathie Wood's firm also dumped around $11 million worth of shares in its Bitcoi… [+2965 chars]",https://decrypt.co/362580/cathie-woods-ark-invest-dumps-meta-nvidia-bitcoin-etf-shares,2026-03-27 00:00:00+00:00
40,GOOG,2026-03-27 15:38:08+00:00,Om.co,Om Malik,‘Astound’ed. Google Flips Its Fiber To PE.,"I have been a WebPass customer for years. Fast, reliable, founder-run. When there was a problem, you could reach someone who gave a damn. It was the kind of internet service that made you forget you were dealing with a utility. Then Google bought it. That sho…","I have been a WebPass customer for years. Fast, reliable, founder-run. When there was a problem, you could reach someone who gave a damn. It was the kind of internet service that made you forget you … [+10404 chars]",https://om.co/2026/03/27/astounded-google-flips-its-fiber-to-pe/,2026-03-27 00:00:00+00:00
41,GOOG,2026-03-27 15:53:17+00:00,The Times of India,AP,Yahoo turns to AI-powered answer engine Scout to lead it back it its roots in online search,"Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to a question posed by The Associated Press about why one of Silicon Valley's brightest stars faded aw…","Internet trailblazer Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to a question posed b… [+6162 chars]",https://economictimes.indiatimes.com/tech/technology/yahoo-turns-to-ai-powered-answer-engine-scout-to-lead-it-back-it-its-roots-in-online-search/articleshow/129850808.cms,2026-03-27 00:00:00+00:00
42,GOOG,2026-03-27 15:55:12+00:00,The Times of India,Piyush Shukla,"Why is MSFT, Google, Meta, Nvidia and Tesla stocks falling big today? Here’s what’s driving the Big Tech stock crash","Big Tech stocks are under sharp pressure today. The Big Tech stock crash today is hitting Microsoft Corp, Alphabet Inc, Meta Platforms Inc, NVIDIA Corporation, and Tesla Inc together. The Nasdaq is now down over 10% from its recent peak. Investors are reactin…","The Big Tech stock crash today is turning heads across Wall Street. Microsoft Corp has dropped nearly 34% from its 2025 peak, while Meta Platforms Inc slid over 3% in a single day. At the same time, … [+5473 chars]",https://economictimes.indiatimes.com/news/international/us/why-is-msft-google-meta-nvidia-and-tesla-stock-falling-big-today-heres-whats-driving-the-big-tech-stock-crash/articleshow/129850799.cms,2026-03-27 00:00:00+00:00
43,GOOG,2026-03-27 16:09:22+00:00,Abcnews.com,MICHAEL LIEDTKE AP technology writer,Yahoo turns to AI-powered answer engine Scout to lead it back to online search roots,"Internet trailblazer Yahoo is exploring technology’s next frontier with Scout, an answer engine powered by artificial intelligence","SAN FRANCISCO -- Internet trailblazer Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to a… [+6157 chars]",https://abcnews.com/Technology/wireStory/yahoo-turns-ai-powered-answer-engine-scout-lead-131473137,2026-03-27 00:00:00+00:00
44,GOOG,2026-03-27 16:48:13+00:00,WPLG Local 10,Michael Liedtke,Yahoo turns to AI-powered answer engine Scout to lead it back it its roots in online search,Yahoo turns to AI-powered answer engine Scout to lead it back it its roots in online searchlocal10.com,"SAN FRANCISCO (AP) Internet trailblazer Yahoo is exploring technology's next frontier with Scout, an answer engine powered by artificial intelligence. Scout seems insightful, based on its response to… [+6307 chars]",https://www.local10.com/business/2026/03/27/yahoo-turns-to-ai-powered-answer-engine-scout-to-lead-it-back-it-its-roots-in-online-search/,2026-03-27 00:00:00+00:00
45,GOOG,2026-03-27 17:57:44+00:00,Crypto Briefing,Estefano Gomez,Tech stocks lead Friday selloff as crypto breaks lower and gold and silver spike,"Tech stocks slide as broader market selloff deepens, crypto drops below key levels, and gold rises amid US Iran tensions and rising yields.
The post Tech stocks lead Friday selloff as crypto breaks lower and gold and silver spike appeared first on Crypto Brie…","Microsoft leads declines across Big Tech as geopolitical tensions, rising yields, and AI spending concerns pressure risk assets. Technology stocks fell Friday as a broader market selloff intensified,… [+2726 chars]",https://cryptobriefing.com/tech-stock-volatility-market-selloff/,2026-03-27 00:00:00+00:00
46,GOOG,2026-03-27 18:05:00+00:00,Daily Signal,Reuters Staff,"Iran-Linked Hackers Breach FBI Director’s Personal Email, Publish Photos and Documents","REUTERS–Iran-linked hackers have broken into FBI Director Kash Patel’s personal email inbox, publishing photographs of the director and other documents to the internet, the hackers... Read More
The post Iran-Linked Hackers Breach FBI Director’s Personal Email…","REUTERS–Iran-linked hackers have broken into FBI Director Kash Patel’s personal email inbox, publishing photographs of the director and other documents to the internet, the hackers and the bureau sai… [+3655 chars]",https://www.dailysignal.com/2026/03/27/iran-linked-hackers-breach-fbi-directors-personal-email-publish-photos-and-documents/,2026-03-27 00:00:00+00:00
